,Unnamed: 0,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
208,50792,50793,2015,10,18,8,3,14.0,3.0,18.0,24.0,4.0,44.0,1026.0,16.0,1,15.2,0.0,0.0
209,50793,50794,2015,10,18,9,3,13.0,3.0,24.0,10.0,3.0,39.0,1027.0,17.0,1,19.22,0.0,0.0
210,50794,50795,2015,10,18,10,3,23.0,3.0,32.0,28.0,3.0,36.0,1027.0,18.0,1,22.35,0.0,0.0
211,50795,50796,2015,10,18,11,3,33.0,3.0,33.0,26.0,5.0,42.0,1027.0,18.0,3,4.92,0.0,0.0
212,50796,50797,2015,10,18,12,3,48.0,3.0,44.0,38.0,5.0,42.0,1026.0,18.0,3,8.94,0.0,0.0
213,50797,50798,2015,10,18,13,3,55.0,3.0,56.0,51.0,4.0,37.0,1025.0,19.0,3,13.86,0.0,0.0
214,50798,50799,2015,10,18,14,3,38.0,3.0,44.0,32.0,5.0,42.0,1024.0,18.0,3,17.88,0.0,0.0
215,50799,50800,2015,10,18,15,3,35.0,3.0,38.0,33.0,5.0,42.0,1024.0,18.0,3,21.9,0.0,0.0
216,50800,50801,2015,10,18,16,3,29.0,3.0,30.0,30.0,4.0,41.0,1024.0,17.0,3,26.82,0.0,0.0
217,50801,50802,2015,10,18,17,3,3.0,3.0,32.0,29.0,5.0,47.0,1024.0,16.0,3,30.84,0.0,0.0
218,50802,50803,2015,10,18,18,3,36.0,3.0,37.0,36.0,4.0,47.0,1023.0,15.0,3,34.86,0.0,0.0
219,50803,50804,2015,10,18,19,3,39.0,3.0,37.0,43.0,3.0,47.0,1024.0,14.0,3,37.99,0.0,0.0
220,50804,50805,2015,10,18,20,3,35.0,3.0,47.0,43.0,3.0,50.0,1024.0,13.0,3,39.78,0.0,0.0
221,50805,50806,2015,10,18,21,3,27.0,3.0,31.0,31.0,5.0,58.0,1024.0,13.0,3,43.8,0.0,0.0
222,50806,50807,2015,10,18,22,3,22.0,3.0,26.0,29.0,5.0,54.0,1024.0,14.0,3,48.72,0.0,0.0
223,50807,50808,2015,10,18,23,3,22.0,3.0,23.0,28.0,4.0,54.0,1023.0,13.0,3,53.64,0.0,0.0
224,50808,50809,2015,10,19,0,3,19.0,3.0,24.0,19.0,5.0,66.0,1022.0,11.0,3,55.43,0.0,0.0
225,50809,50810,2015,10,19,1,3,19.0,3.0,21.0,21.0,5.0,75.0,1022.0,9.0,8,0.89,0.0,0.0
226,50810,50811,2015,10,19,2,3,17.0,3.0,19.0,17.0,6.0,87.0,1021.0,8.0,8,1.78,0.0,0.0
227,50811,50812,2015,10,19,3,3,15.0,3.0,18.0,18.0,6.0,76.0,1020.0,10.0,8,2.67,0.0,0.0
228,50812,50813,2015,10,19,4,3,17.0,3.0,31.0,35.0,5.0,71.0,1019.0,10.0,8,3.56,0.0,0.0
229,50813,50814,2015,10,19,5,3,23.0,3.0,41.0,38.0,5.0,71.0,1019.0,10.0,8,4.45,0.0,0.0
230,50814,50815,2015,10,19,6,3,25.0,3.0,36.0,35.0,4.0,66.0,1018.0,10.0,8,5.34,0.0,0.0
231,50815,50816,2015,10,19,7,3,33.0,3.0,38.0,43.0,5.0,71.0,1018.0,10.0,1,0.89,0.0,0.0
232,50816,50817,2015,10,19,8,3,35.0,3.0,46.0,42.0,5.0,66.0,1018.0,11.0,8,0.89,0.0,0.0
233,50817,50818,2015,10,19,9,3,39.0,3.0,51.0,44.0,5.0,62.0,1019.0,12.0,8,1.78,0.0,0.0
234,50818,50819,2015,10,19,10,3,40.0,3.0,55.0,44.0,6.0,54.0,1018.0,15.0,3,1.79,0.0,0.0
235,50819,50820,2015,10,19,11,3,50.0,3.0,51.0,43.0,7.0,55.0,1017.0,16.0,8,0.89,0.0,0.0
236,50820,50821,2015,10,19,12,3,58.0,3.0,57.0,49.0,7.0,51.0,1016.0,17.0,8,2.68,0.0,0.0
237,50821,50822,2015,10,19,13,3,66.0,3.0,67.0,62.0,8.0,51.0,1015.0,18.0,8,4.47,0.0,0.0
238,50822,50823,2015,10,19,14,3,75.0,3.0,77.0,66.0,8.0,48.0,1014.0,19.0,8,6.26,0.0,0.0
239,50823,50824,2015,10,19,15,3,81.0,3.0,85.0,69.0,8.0,48.0,1013.0,19.0,8,8.05,0.0,0.0
240,50824,50825,2015,10,19,16,3,76.0,3.0,85.0,70.0,9.0,52.0,1013.0,19.0,3,1.79,0.0,0.0
241,50825,50826,2015,10,19,17,3,90.0,3.0,82.0,76.0,9.0,55.0,1013.0,18.0,3,3.58,0.0,0.0
242,50826,50827,2015,10,19,18,3,104.0,3.0,86.0,90.0,10.0,76.0,1014.0,14.0,3,5.37,0.0,0.0
243,50827,50828,2015,10,19,19,3,107.0,3.0,98.0,104.0,10.0,87.0,1015.0,12.0,8,0.89,0.0,0.0
244,50828,50829,2015,10,19,20,3,109.0,3.0,100.0,115.0,10.0,93.0,1015.0,11.0,1,1.79,0.0,0.0
245,50829,50830,2015,10,19,21,3,114.0,3.0,115.0,129.0,9.0,87.0,1016.0,11.0,1,2.68,0.0,0.0
246,50830,50831,2015,10,19,22,3,134.0,3.0,137.0,149.0,10.0,93.0,1016.0,11.0,8,0.45,0.0,0.0
247,50831,50832,2015,10,19,23,3,142.0,3.0,148.0,146.0,9.0,93.0,1016.0,10.0,8,1.34,0.0,0.0
248,50832,50833,2015,10,20,0,3,137.0,3.0,147.0,133.0,8.0,93.0,1016.0,9.0,1,0.89,0.0,0.0
249,50833,50834,2015,10,20,1,3,124.0,3.0,126.0,123.0,9.0,100.0,1016.0,9.0,1,1.78,0.0,0.0
250,50834,50835,2015,10,20,2,3,95.0,3.0,105.0,93.0,8.0,93.0,1016.0,9.0,8,0.89,0.0,0.0
251,50835,50836,2015,10,20,3,3,92.0,3.0,94.0,91.0,8.0,93.0,1016.0,9.0,1,1.79,0.0,0.0
252,50836,50837,2015,10,20,4,3,88.0,3.0,92.0,96.0,8.0,93.0,1017.0,9.0,7,1.79,0.0,0.0
253,50837,50838,2015,10,20,5,3,89.0,3.0,93.0,89.0,8.0,93.0,1017.0,9.0,7,3.58,0.0,0.0
254,50838,50839,2015,10,20,6,3,83.0,3.0,93.0,81.0,9.0,93.0,1018.0,10.0,7,5.37,0.0,0.0
255,50839,50840,2015,10,20,7,3,77.0,3.0,91.0,81.0,10.0,93.0,1019.0,11.0,7,8.5,0.0,0.0
256,50840,50841,2015,10,20,8,3,84.0,3.0,90.0,85.0,10.0,87.0,1019.0,12.0,1,1.79,0.0,0.0
257,50841,50842,2015,10,20,9,3,98.0,3.0,92.0,94.0,10.0,87.0,1020.0,12.0,7,3.13,0.0,0.0
258,50842,50843,2015,10,20,10,3,3.0,3.0,95.0,81.0,9.0,76.0,1020.0,13.0,7,4.92,0.0,0.0
259,50843,50844,2015,10,20,11,3,3.0,3.0,87.0,74.0,10.0,81.0,1020.0,13.0,8,0.89,0.0,0.0
260,50844,50845,2015,10,20,12,3,55.0,3.0,69.0,64.0,7.0,62.0,1019.0,14.0,8,1.78,0.0,0.0
261,50845,50846,2015,10,20,13,3,66.0,3.0,59.0,53.0,2.0,44.0,1018.0,14.0,3,3.13,0.0,0.0
262,50846,50847,2015,10,20,14,3,51.0,3.0,42.0,42.0,5.0,58.0,1018.0,13.0,7,0.89,0.0,0.0
263,50847,50848,2015,10,20,15,3,43.0,3.0,39.0,36.0,7.0,66.0,1017.0,13.0,8,0.89,0.0,0.0
264,50848,50849,2015,10,20,16,3,46.0,3.0,45.0,47.0,7.0,66.0,1017.0,13.0,1,1.79,0.0,0.0
265,50849,50850,2015,10,20,17,3,59.0,3.0,64.0,62.0,8.0,76.0,1017.0,12.0,7,4.02,0.0,0.0
266,50850,50851,2015,10,20,18,3,65.0,3.0,60.0,62.0,8.0,76.0,1017.0,12.0,7,7.15,0.0,0.0
267,50851,50852,2015,10,20,19,3,74.0,3.0,67.0,71.0,9.0,81.0,1018.0,12.0,7,11.17,0.0,0.0
268,50852,50853,2015,10,20,20,3,67.0,3.0,76.0,70.0,9.0,81.0,1018.0,12.0,7,14.3,0.0,0.0
269,50853,50854,2015,10,20,21,3,64.0,3.0,68.0,63.0,9.0,81.0,1019.0,12.0,7,18.32,0.0,0.0
270,50854,50855,2015,10,20,22,3,65.0,3.0,60.0,58.0,9.0,87.0,1019.0,11.0,7,23.24,0.0,0.0
271,50855,50856,2015,10,20,23,3,63.0,3.0,61.0,55.0,9.0,87.0,1020.0,11.0,1,3.13,0.0,0.0
272,50856,50857,2015,10,21,0,3,62.0,3.0,64.0,56.0,9.0,87.0,1020.0,11.0,7,3.13,0.1,0.1
273,50857,50858,2015,10,21,1,3,55.0,3.0,55.0,52.0,9.0,93.0,1020.0,10.0,1,1.79,0.2,0.3
274,50858,50859,2015,10,21,2,3,48.0,3.0,44.0,36.0,9.0,93.0,1020.0,10.0,1,3.58,0.2,0.5
275,50859,50860,2015,10,21,3,3,49.0,3.0,48.0,44.0,9.0,93.0,1020.0,10.0,8,0.89,0.0,0.0
276,50860,50861,2015,10,21,4,3,56.0,3.0,59.0,52.0,9.0,93.0,1020.0,10.0,7,1.79,0.0,0.0
277,50861,50862,2015,10,21,5,3,55.0,3.0,51.0,49.0,9.0,93.0,1021.0,10.0,1,1.79,0.0,0.0
278,50862,50863,2015,10,21,6,3,43.0,3.0,48.0,44.0,9.0,100.0,1021.0,9.0,1,4.92,0.4,0.4
279,50863,50864,2015,10,21,7,3,37.0,3.0,43.0,39.0,9.0,100.0,1022.0,9.0,1,6.71,0.4,0.8
280,50864,50865,2015,10,21,8,3,36.0,3.0,35.0,35.0,8.0,93.0,1024.0,9.0,1,9.84,0.1,0.9
281,50865,50866,2015,10,21,9,3,32.0,3.0,34.0,35.0,8.0,87.0,1024.0,10.0,8,0.89,0.3,1.2
282,50866,50867,2015,10,21,10,3,36.0,3.0,35.0,32.0,9.0,93.0,1025.0,10.0,8,1.78,0.0,0.0
283,50867,50868,2015,10,21,11,3,38.0,3.0,32.0,39.0,9.0,87.0,1025.0,11.0,8,2.67,0.0,0.0
284,50868,50869,2015,10,21,12,3,49.0,3.0,46.0,50.0,9.0,93.0,1025.0,10.0,3,3.13,0.0,0.0
285,50869,50870,2015,10,21,13,3,3.0,63.0,55.0,57.0,9.0,93.0,1025.0,10.0,3,4.92,0.0,0.0
286,50870,50871,2015,10,21,14,3,53.0,3.0,50.0,51.0,9.0,93.0,1025.0,10.0,8,0.89,0.0,0.0
287,50871,50872,2015,10,21,15,3,52.0,3.0,60.0,58.0,9.0,93.0,1025.0,10.0,3,1.79,0.0,0.0
288,50872,50873,2015,10,21,16,3,47.0,3.0,61.0,62.0,8.0,87.0,1025.0,10.0,3,3.58,0.0,0.0
289,50873,50874,2015,10,21,17,3,44.0,3.0,62.0,51.0,9.0,93.0,1025.0,10.0,3,5.37,0.0,0.0
290,50874,50875,2015,10,21,18,3,43.0,3.0,51.0,39.0,9.0,93.0,1026.0,10.0,3,6.26,0.0,0.0
291,50875,50876,2015,10,21,19,3,53.0,3.0,52.0,69.0,9.0,93.0,1026.0,10.0,3,7.15,0.0,0.0
292,50876,50877,2015,10,21,20,3,77.0,3.0,74.0,80.0,9.0,93.0,1026.0,10.0,3,8.04,0.0,0.0
293,50877,50878,2015,10,21,21,3,79.0,3.0,69.0,74.0,9.0,93.0,1027.0,10.0,3,9.83,0.0,0.0
294,50878,50879,2015,10,21,22,3,82.0,3.0,74.0,75.0,9.0,93.0,1026.0,10.0,3,10.72,0.0,0.0
295,50879,50880,2015,10,21,23,3,80.0,3.0,76.0,72.0,9.0,93.0,1026.0,10.0,8,0.89,0.0,0.0
296,50880,50881,2015,10,22,0,3,78.0,3.0,85.0,81.0,9.0,93.0,1026.0,10.0,1,0.89,0.1,0.1
297,50881,50882,2015,10,22,1,3,78.0,3.0,82.0,80.0,9.0,93.0,1025.0,10.0,3,0.89,0.3,0.4
298,50882,50883,2015,10,22,2,3,73.0,3.0,74.0,77.0,9.0,93.0,1025.0,10.0,8,0.89,2.0,2.4
299,50883,50884,2015,10,22,3,3,38.0,3.0,48.0,45.0,10.0,100.0,1026.0,10.0,8,1.78,2.5,4.9
300,50884,50885,2015,10,22,4,3,25.0,3.0,21.0,23.0,10.0,100.0,1025.0,10.0,8,2.67,1.2,6.1
301,50885,50886,2015,10,22,5,3,22.0,3.0,23.0,20.0,9.0,93.0,1026.0,10.0,1,1.79,1.0,7.1
302,50886,50887,2015,10,22,6,3,28.0,3.0,26.0,29.0,8.0,93.0,1026.0,9.0,8,0.89,0.3,7.4
303,50887,50888,2015,10,22,7,3,23.0,3.0,21.0,20.0,8.0,93.0,1026.0,9.0,8,1.78,0.2,7.6
304,50888,50889,2015,10,22,8,3,24.0,3.0,23.0,15.0,8.0,93.0,1026.0,9.0,7,3.13,0.3,7.9
305,50889,50890,2015,10,22,9,3,15.0,3.0,17.0,17.0,7.0,87.0,1026.0,9.0,7,6.26,0.2,8.1
306,50890,50891,2015,10,22,10,3,17.0,3.0,15.0,17.0,7.0,81.0,1026.0,10.0,7,10.28,0.0,0.0
307,50891,50892,2015,10,22,11,3,18.0,3.0,12.0,10.0,7.0,81.0,1026.0,10.0,7,13.41,0.0,0.0
308,50892,50893,2015,10,22,12,3,16.0,3.0,19.0,17.0,7.0,81.0,1025.0,10.0,7,16.54,0.0,0.0
309,50893,50894,2015,10,22,13,3,21.0,3.0,18.0,21.0,7.0,76.0,1025.0,11.0,7,19.67,0.0,0.0
310,50894,50895,2015,10,22,14,3,20.0,3.0,21.0,21.0,7.0,76.0,1024.0,11.0,7,22.8,0.0,0.0
311,50895,50896,2015,10,22,15,3,17.0,3.0,15.0,19.0,7.0,76.0,1023.0,11.0,7,24.59,0.0,0.0
312,50896,50897,2015,10,22,16,3,14.0,3.0,6.0,13.0,7.0,76.0,1023.0,11.0,8,0.89,0.0,0.0
313,50897,50898,2015,10,22,17,3,18.0,3.0,15.0,14.0,8.0,81.0,1022.0,11.0,8,1.78,0.0,0.0
314,50898,50899,2015,10,22,18,3,26.0,3.0,16.0,27.0,8.0,81.0,1022.0,11.0,8,2.67,0.0,0.0
315,50899,50900,2015,10,22,19,3,38.0,3.0,16.0,31.0,6.0,71.0,1022.0,11.0,8,4.46,0.0,0.0
316,50900,50901,2015,10,22,20,3,42.0,3.0,23.0,30.0,7.0,81.0,1022.0,10.0,8,5.35,0.0,0.0
317,50901,50902,2015,10,22,21,3,40.0,3.0,36.0,32.0,8.0,93.0,1022.0,9.0,8,6.24,0.0,0.0
318,50902,50903,2015,10,22,22,3,37.0,3.0,29.0,29.0,8.0,93.0,1022.0,9.0,8,7.13,0.0,0.0
319,50903,50904,2015,10,22,23,3,37.0,3.0,28.0,30.0,8.0,93.0,1022.0,9.0,8,8.02,0.0,0.0
320,50904,50905,2015,10,23,0,3,35.0,3.0,35.0,38.0,8.0,93.0,1021.0,9.0,1,0.89,0.0,0.0
321,50905,50906,2015,10,23,1,3,41.0,3.0,41.0,41.0,8.0,93.0,1021.0,9.0,8,0.89,0.0,0.0
322,50906,50907,2015,10,23,2,3,36.0,3.0,36.0,38.0,8.0,93.0,1021.0,9.0,3,0.89,0.0,0.0
323,50907,50908,2015,10,23,3,3,47.0,3.0,40.0,36.0,8.0,93.0,1020.0,9.0,8,0.45,0.0,0.0
324,50908,50909,2015,10,23,4,3,41.0,3.0,39.0,33.0,8.0,93.0,1020.0,9.0,1,0.89,0.0,0.0
325,50909,50910,2015,10,23,5,3,40.0,3.0,42.0,39.0,8.0,93.0,1019.0,9.0,8,0.89,0.0,0.0
326,50910,50911,2015,10,23,6,3,42.0,3.0,50.0,48.0,8.0,93.0,1019.0,9.0,7,0.89,0.0,0.0
327,50911,50912,2015,10,23,7,3,46.0,3.0,52.0,62.0,8.0,93.0,1019.0,9.0,8,0.89,0.0,0.0
328,50912,50913,2015,10,23,8,3,49.0,3.0,61.0,62.0,9.0,93.0,1020.0,10.0,8,1.78,0.0,0.0
329,50913,50914,2015,10,23,9,3,52.0,3.0,68.0,58.0,8.0,76.0,1020.0,12.0,7,1.79,0.0,0.0
330,50914,50915,2015,10,23,10,3,53.0,3.0,57.0,43.0,9.0,67.0,1020.0,15.0,8,0.89,0.0,0.0
331,50915,50916,2015,10,23,11,3,58.0,3.0,55.0,46.0,9.0,63.0,1019.0,16.0,7,1.79,0.1,0.1
332,50916,50917,2015,10,23,12,3,56.0,3.0,56.0,40.0,9.0,59.0,1018.0,17.0,8,1.79,0.0,0.0
333,50917,50918,2015,10,23,13,3,52.0,3.0,58.0,43.0,10.0,55.0,1017.0,19.0,8,2.68,0.0,0.0
334,50918,50919,2015,10,23,14,3,48.0,3.0,48.0,33.0,9.0,52.0,1016.0,19.0,8,3.57,0.0,0.0
335,50919,50920,2015,10,23,15,3,48.0,3.0,48.0,37.0,9.0,52.0,1015.0,19.0,3,3.13,0.0,0.0
336,50920,50921,2015,10,23,16,3,3.0,3.0,3.0,45.0,10.0,55.0,1015.0,19.0,3,7.15,0.0,0.0
337,50921,50922,2015,10,23,17,3,54.0,3.0,59.0,49.0,10.0,59.0,1015.0,18.0,3,10.28,0.0,0.0
338,50922,50923,2015,10,23,18,3,67.0,3.0,65.0,59.0,11.0,72.0,1016.0,16.0,3,13.41,0.0,0.0
339,50923,50924,2015,10,23,19,3,78.0,3.0,74.0,67.0,11.0,76.0,1017.0,15.0,3,15.2,0.0,0.0
340,50924,50925,2015,10,23,20,3,89.0,3.0,79.0,74.0,11.0,82.0,1017.0,14.0,3,18.33,0.0,0.0
341,50925,50926,2015,10,23,21,3,98.0,3.0,92.0,80.0,10.0,81.0,1018.0,13.0,3,21.46,0.0,0.0
342,50926,50927,2015,10,23,22,3,100.0,3.0,96.0,84.0,9.0,93.0,1018.0,10.0,8,0.89,0.0,0.0
343,50927,50928,2015,10,23,23,3,109.0,3.0,109.0,84.0,10.0,100.0,1019.0,10.0,3,0.89,0.0,0.0
344,50928,50929,2015,10,24,0,3,102.0,84.0,93.0,86.0,9.0,100.0,1019.0,9.0,8,0.89,0.0,0.0
345,50929,50930,2015,10,24,1,3,108.0,3.0,84.0,82.0,9.0,100.0,1019.0,9.0,1,0.89,0.0,0.0
346,50930,50931,2015,10,24,2,3,95.0,3.0,85.0,94.0,9.0,100.0,1019.0,9.0,7,0.89,0.0,0.0
347,50931,50932,2015,10,24,3,3,101.0,3.0,90.0,98.0,7.0,93.0,1019.0,8.0,7,1.78,0.0,0.0
348,50932,50933,2015,10,24,4,3,85.0,3.0,77.0,63.0,7.0,93.0,1019.0,8.0,7,3.57,0.0,0.0
349,50933,50934,2015,10,24,5,3,76.0,3.0,67.0,61.0,7.0,100.0,1020.0,7.0,7,5.36,0.0,0.0
350,50934,50935,2015,10,24,6,3,73.0,3.0,61.0,61.0,8.0,100.0,1021.0,8.0,7,6.25,0.0,0.0
351,50935,50936,2015,10,24,7,3,68.0,3.0,59.0,65.0,8.0,93.0,1023.0,9.0,8,0.89,0.0,0.0
352,50936,50937,2015,10,24,8,3,83.0,3.0,77.0,74.0,10.0,100.0,1024.0,10.0,8,1.78,0.0,0.0
353,50937,50938,2015,10,24,9,3,85.0,3.0,90.0,75.0,12.0,87.0,1025.0,14.0,8,2.67,0.0,0.0
354,50938,50939,2015,10,24,10,3,56.0,3.0,3.0,39.0,10.0,63.0,1026.0,17.0,8,3.56,0.0,0.0
355,50939,50940,2015,10,24,11,3,33.0,3.0,39.0,25.0,10.0,59.0,1027.0,18.0,3,3.13,0.0,0.0
356,50940,50941,2015,10,24,12,3,35.0,3.0,41.0,29.0,4.0,34.0,1026.0,20.0,3,6.26,0.0,0.0
357,50941,50942,2015,10,24,13,3,46.0,3.0,39.0,34.0,4.0,34.0,1026.0,20.0,3,10.28,0.0,0.0
358,50942,50943,2015,10,24,14,3,60.0,3.0,63.0,48.0,3.0,32.0,1026.0,20.0,3,14.3,0.0,0.0
359,50943,50944,2015,10,24,15,3,58.0,3.0,59.0,52.0,5.0,42.0,1026.0,18.0,3,18.32,0.0,0.0
360,50944,50945,2015,10,24,16,3,50.0,3.0,49.0,45.0,5.0,42.0,1026.0,18.0,3,22.34,0.0,0.0
361,50945,50946,2015,10,24,17,3,44.0,3.0,45.0,38.0,5.0,45.0,1026.0,17.0,3,25.47,0.0,0.0
362,50946,50947,2015,10,24,18,3,27.0,3.0,30.0,27.0,5.0,47.0,1027.0,16.0,3,28.6,0.0,0.0
363,50947,50948,2015,10,24,19,3,29.0,3.0,25.0,18.0,7.0,71.0,1027.0,12.0,3,30.39,0.0,0.0
364,50948,50949,2015,10,24,20,3,33.0,3.0,27.0,25.0,5.0,51.0,1028.0,15.0,3,33.52,0.0,0.0
365,50949,50950,2015,10,24,21,3,32.0,3.0,25.0,25.0,6.0,66.0,1029.0,12.0,3,36.65,0.0,0.0
366,50950,50951,2015,10,24,22,3,29.0,3.0,25.0,29.0,6.0,66.0,1029.0,12.0,3,39.78,0.0,0.0
367,50951,50952,2015,10,24,23,3,33.0,3.0,29.0,33.0,6.0,66.0,1030.0,12.0,3,42.91,0.0,0.0
368,50952,50953,2015,10,25,0,3,40.0,3.0,38.0,34.0,6.0,71.0,1029.0,11.0,3,44.7,0.0,0.0
369,50953,50954,2015,10,25,1,3,34.0,47.0,30.0,29.0,6.0,87.0,1030.0,8.0,8,0.45,0.0,0.0
370,50954,50955,2015,10,25,2,3,28.0,3.0,30.0,27.0,6.0,93.0,1030.0,7.0,1,1.79,0.0,0.0
371,50955,50956,2015,10,25,3,3,24.0,3.0,20.0,28.0,6.0,87.0,1030.0,8.0,8,0.89,0.0,0.0
372,50956,50957,2015,10,25,4,3,23.0,3.0,24.0,21.0,6.0,93.0,1030.0,7.0,1,0.89,0.0,0.0
373,50957,50958,2015,10,25,5,3,22.0,3.0,24.0,21.0,7.0,93.0,1030.0,8.0,1,1.78,0.0,0.0
374,50958,50959,2015,10,25,6,3,19.0,3.0,15.0,17.0,7.0,87.0,1030.0,9.0,3,1.79,0.0,0.0
375,50959,50960,2015,10,25,7,3,18.0,3.0,13.0,26.0,3.0,66.0,1030.0,9.0,3,3.58,0.0,0.0
376,50960,50961,2015,10,25,8,3,20.0,3.0,30.0,21.0,6.0,81.0,1030.0,9.0,8,0.89,0.0,0.0
377,50961,50962,2015,10,25,9,3,28.0,3.0,27.0,28.0,5.0,71.0,1030.0,10.0,8,1.78,0.0,0.0
378,50962,50963,2015,10,25,10,3,25.0,3.0,31.0,29.0,1.0,50.0,1030.0,11.0,8,2.67,0.0,0.0
379,50963,50964,2015,10,25,11,3,30.0,3.0,33.0,28.0,0.0,43.0,1029.0,12.0,3,1.79,0.0,0.0
380,50964,50965,2015,10,25,12,3,36.0,3.0,38.0,31.0,-3.0,32.0,1028.0,13.0,3,3.58,0.0,0.0
381,50965,50966,2015,10,25,13,3,3.0,3.0,3.0,31.0,-1.0,37.0,1027.0,13.0,3,6.71,0.0,0.0
382,50966,50967,2015,10,25,14,3,29.0,3.0,35.0,28.0,-2.0,35.0,1026.0,13.0,3,8.5,0.0,0.0
383,50967,50968,2015,10,25,15,3,22.0,3.0,24.0,29.0,-3.0,32.0,1025.0,13.0,3,11.63,0.0,0.0
384,50968,50969,2015,10,25,16,3,25.0,3.0,33.0,33.0,-2.0,35.0,1025.0,13.0,3,14.76,0.0,0.0
385,50969,50970,2015,10,25,17,3,26.0,3.0,34.0,33.0,-1.0,40.0,1024.0,12.0,3,16.55,0.0,0.0
386,50970,50971,2015,10,25,18,3,28.0,3.0,37.0,38.0,0.0,43.0,1025.0,12.0,3,18.34,0.0,0.0
387,50971,50972,2015,10,25,19,3,42.0,3.0,45.0,36.0,1.0,50.0,1025.0,11.0,3,19.23,0.0,0.0
388,50972,50973,2015,10,25,20,3,51.0,3.0,50.0,47.0,4.0,66.0,1025.0,10.0,8,0.89,1.0,1.0
389,50973,50974,2015,10,25,21,3,45.0,3.0,42.0,37.0,6.0,81.0,1025.0,9.0,3,1.79,1.3,2.3
390,50974,50975,2015,10,25,22,3,35.0,3.0,38.0,41.0,7.0,81.0,1025.0,10.0,3,5.81,0.7,3.0
391,50975,50976,2015,10,25,23,3,36.0,3.0,36.0,34.0,8.0,87.0,1024.0,10.0,3,8.94,0.6,3.6
392,50976,50977,2015,10,26,0,3,32.0,3.0,37.0,34.0,8.0,93.0,1024.0,9.0,3,10.73,0.4,4.0
393,50977,50978,2015,10,26,1,3,28.0,3.0,29.0,28.0,8.0,93.0,1022.0,9.0,3,12.52,0.3,4.3
394,50978,50979,2015,10,26,2,3,30.0,3.0,26.0,21.0,8.0,93.0,1021.0,9.0,3,14.31,0.0,0.0
395,50979,50980,2015,10,26,3,3,24.0,3.0,16.0,21.0,8.0,93.0,1020.0,9.0,3,17.44,0.0,0.0
396,50980,50981,2015,10,26,4,3,24.0,3.0,21.0,17.0,7.0,93.0,1020.0,8.0,3,19.23,0.1,0.1
397,50981,50982,2015,10,26,5,3,24.0,3.0,28.0,21.0,7.0,93.0,1019.0,8.0,3,20.12,0.0,0.0
398,50982,50983,2015,10,26,6,3,28.0,3.0,23.0,27.0,7.0,93.0,1019.0,8.0,3,21.91,0.0,0.0
399,50983,50984,2015,10,26,7,3,29.0,3.0,30.0,30.0,7.0,93.0,1019.0,8.0,3,23.7,0.0,0.0
400,50984,50985,2015,10,26,8,3,42.0,3.0,38.0,37.0,7.0,87.0,1019.0,9.0,3,25.49,0.1,0.1
401,50985,50986,2015,10,26,9,3,53.0,3.0,55.0,50.0,8.0,93.0,1019.0,9.0,8,0.89,0.0,0.0
402,50986,50987,2015,10,26,10,3,60.0,3.0,63.0,62.0,8.0,87.0,1019.0,10.0,8,2.68,0.0,0.0
403,50987,50988,2015,10,26,11,3,3.0,3.0,3.0,62.0,8.0,87.0,1018.0,10.0,8,4.47,0.0,0.0
404,50988,50989,2015,10,26,12,3,70.0,3.0,72.0,68.0,8.0,87.0,1017.0,10.0,8,6.26,0.0,0.0
405,50989,50990,2015,10,26,13,3,80.0,3.0,81.0,74.0,8.0,81.0,1017.0,11.0,3,3.13,0.0,0.0
406,50990,50991,2015,10,26,14,3,76.0,3.0,79.0,71.0,8.0,81.0,1015.0,11.0,3,6.26,0.0,0.0
407,50991,50992,2015,10,26,15,3,61.0,3.0,41.0,35.0,6.0,58.0,1014.0,14.0,3,9.39,0.0,0.0
408,50992,50993,2015,10,26,16,3,14.0,3.0,14.0,11.0,-3.0,26.0,1014.0,16.0,7,7.15,0.0,0.0
409,50993,50994,2015,10,26,17,3,6.0,3.0,7.0,12.0,-6.0,22.0,1015.0,15.0,7,16.98,0.0,0.0
410,50994,50995,2015,10,26,18,3,8.0,3.0,7.0,15.0,-5.0,24.0,1016.0,15.0,7,22.79,0.0,0.0
411,50995,50996,2015,10,26,19,3,8.0,3.0,11.0,8.0,-4.0,30.0,1017.0,13.0,7,26.81,0.0,0.0
412,50996,50997,2015,10,26,20,3,9.0,3.0,7.0,8.0,-5.0,28.0,1018.0,13.0,7,31.73,0.0,0.0
413,50997,50998,2015,10,26,21,3,4.0,3.0,8.0,7.0,-6.0,26.0,1018.0,13.0,7,37.54,0.0,0.0
414,50998,50999,2015,10,26,22,3,11.0,3.0,6.0,8.0,-4.0,37.0,1018.0,10.0,7,41.56,0.0,0.0
415,50999,51000,2015,10,26,23,3,8.0,3.0,8.0,7.0,-5.0,34.0,1019.0,10.0,7,44.69,0.0,0.0
416,51000,51001,2015,10,27,0,3,5.0,3.0,5.0,3.0,-1.0,60.0,1018.0,6.0,8,0.45,0.0,0.0
417,51001,51002,2015,10,27,1,3,4.0,3.0,3.0,6.0,1.0,86.0,1018.0,3.0,8,1.34,0.0,0.0
