DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post
-24.0,33.0,1032.0,-11.0,7,118.0,0.0,0.0,3.0,3.0,3.0,25.0
-23.0,36.0,1032.0,-11.0,7,126.05,0.0,0.0,3.0,3.0,3.0,31.0
-23.0,39.0,1032.0,-12.0,7,134.1,0.0,0.0,3.0,3.0,3.0,25.0
-24.0,36.0,1033.0,-12.0,7,142.15,0.0,0.0,3.0,3.0,3.0,22.0
-23.0,39.0,1033.0,-12.0,7,150.2,0.0,0.0,3.0,3.0,3.0,22.0
-23.0,39.0,1034.0,-12.0,7,160.03,0.0,0.0,3.0,3.0,3.0,15.0
-24.0,36.0,1034.0,-12.0,7,169.86,0.0,0.0,3.0,3.0,3.0,16.0
-24.0,36.0,1033.0,-12.0,7,178.8,0.0,0.0,3.0,3.0,3.0,11.0
-25.0,33.0,1033.0,-12.0,7,189.98,0.0,0.0,3.0,3.0,3.0,11.0
-24.0,39.0,1033.0,-13.0,7,198.03,0.0,0.0,3.0,3.0,3.0,12.0
-25.0,33.0,1032.0,-12.0,7,205.18,0.0,0.0,3.0,3.0,3.0,11.0
-25.0,33.0,1033.0,-12.0,7,215.01,0.0,0.0,3.0,3.0,3.0,12.0
-25.0,33.0,1032.0,-12.0,7,226.19,0.0,0.0,3.0,3.0,3.0,27.0
-25.0,33.0,1032.0,-12.0,7,235.13,0.0,0.0,3.0,3.0,3.0,28.0
-25.0,33.0,1032.0,-12.0,7,243.18,0.0,0.0,3.0,3.0,3.0,34.0
-23.0,36.0,1033.0,-11.0,7,252.12,0.0,0.0,3.0,3.0,3.0,33.0
-23.0,33.0,1033.0,-10.0,7,257.93,0.0,0.0,3.0,3.0,3.0,36.0
-22.0,34.0,1033.0,-9.0,7,263.74,0.0,0.0,3.0,3.0,3.0,26.0
-21.0,34.0,1031.0,-8.0,7,270.89,0.0,0.0,3.0,3.0,3.0,49.0
-21.0,29.0,1030.0,-6.0,7,278.94,0.0,0.0,3.0,3.0,3.0,52.0
-20.0,29.0,1029.0,-5.0,7,286.99,0.0,0.0,3.0,3.0,3.0,47.0
-22.0,24.0,1028.0,-5.0,7,294.14,0.0,0.0,3.0,3.0,3.0,47.0
-21.0,27.0,1028.0,-5.0,7,299.06,0.0,0.0,3.0,3.0,3.0,39.0
-19.0,37.0,1028.0,-7.0,3,1.79,0.0,0.0,3.0,3.0,3.0,59.0
-19.0,40.0,1028.0,-8.0,8,0.45,0.0,0.0,3.0,3.0,3.0,76.0
-20.0,40.0,1028.0,-9.0,8,1.34,0.0,0.0,3.0,3.0,3.0,96.0
-19.0,47.0,1027.0,-10.0,3,1.79,0.0,0.0,3.0,3.0,3.0,95.0
-19.0,60.0,1027.0,-13.0,8,0.89,0.0,0.0,3.0,3.0,3.0,68.0
-18.0,60.0,1027.0,-12.0,8,1.78,0.0,0.0,3.0,3.0,3.0,65.0
-18.0,66.0,1027.0,-13.0,1,0.89,0.0,0.0,3.0,3.0,3.0,75.0
-18.0,71.0,1026.0,-14.0,1,1.78,0.0,0.0,3.0,3.0,3.0,257.0
-20.0,65.0,1025.0,-15.0,1,2.67,0.0,0.0,3.0,3.0,3.0,174.0
-20.0,65.0,1025.0,-15.0,7,0.89,0.0,0.0,3.0,3.0,3.0,164.0
-20.0,71.0,1025.0,-16.0,7,1.78,0.0,0.0,3.0,3.0,3.0,161.0
-20.0,71.0,1024.0,-16.0,7,3.57,0.0,0.0,3.0,3.0,3.0,137.0
-21.0,71.0,1024.0,-17.0,7,6.7,0.0,0.0,3.0,3.0,3.0,92.0
-19.0,65.0,1023.0,-14.0,7,10.72,0.0,0.0,3.0,3.0,3.0,64.0
-21.0,71.0,1023.0,-17.0,7,13.85,0.0,0.0,3.0,3.0,3.0,87.0
-19.0,71.0,1024.0,-15.0,7,15.64,0.0,0.0,3.0,3.0,3.0,87.0
-19.0,65.0,1024.0,-14.0,7,18.77,0.0,0.0,3.0,3.0,3.0,84.0
-18.0,51.0,1024.0,-10.0,7,22.79,0.0,0.0,3.0,3.0,3.0,95.0
-17.0,52.0,1023.0,-9.0,7,24.58,0.0,0.0,3.0,3.0,3.0,79.0
-16.0,45.0,1023.0,-6.0,7,26.37,0.0,0.0,3.0,3.0,3.0,75.0
-17.0,38.0,1022.0,-5.0,7,28.16,0.0,0.0,3.0,3.0,3.0,79.0
-16.0,41.0,1022.0,-5.0,7,29.95,0.0,0.0,3.0,3.0,3.0,86.0
-15.0,42.0,1022.0,-4.0,7,33.08,0.0,0.0,3.0,3.0,3.0,72.0
-16.0,38.0,1023.0,-4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,89.0
-15.0,45.0,1025.0,-5.0,3,1.79,0.0,0.0,3.0,3.0,3.0,94.0
-14.0,42.0,1026.0,-3.0,7,5.81,0.0,0.0,3.0,3.0,3.0,69.0
-16.0,35.0,1027.0,-3.0,7,11.62,0.0,0.0,3.0,3.0,3.0,49.0
-15.0,42.0,1029.0,-4.0,7,20.56,0.0,0.0,3.0,3.0,3.0,33.0
-16.0,41.0,1031.0,-5.0,7,24.58,0.0,0.0,3.0,3.0,3.0,27.0
-17.0,41.0,1032.0,-6.0,1,3.13,0.0,0.0,3.0,3.0,3.0,20.0
-18.0,38.0,1033.0,-6.0,1,8.05,0.0,0.0,3.0,3.0,3.0,36.0
-19.0,37.0,1034.0,-7.0,1,13.86,0.0,0.0,3.0,3.0,3.0,37.0
-17.0,48.0,1035.0,-8.0,7,5.81,0.0,0.0,3.0,3.0,3.0,30.0
-18.0,51.0,1035.0,-10.0,7,11.62,0.0,0.0,3.0,3.0,3.0,18.0
-19.0,47.0,1036.0,-10.0,7,14.75,0.0,0.0,3.0,3.0,3.0,21.0
-19.0,40.0,1036.0,-9.0,7,19.67,0.0,0.0,3.0,3.0,3.0,13.0
-19.0,40.0,1036.0,-9.0,1,7.15,0.0,0.0,3.0,3.0,3.0,23.0
-20.0,40.0,1037.0,-9.0,1,12.96,0.0,0.0,3.0,3.0,3.0,26.0
-19.0,44.0,1037.0,-9.0,1,18.77,0.0,0.0,3.0,3.0,3.0,27.0
-19.0,40.0,1038.0,-8.0,1,22.79,0.0,0.0,3.0,3.0,3.0,30.0
-19.0,40.0,1039.0,-8.0,1,28.6,0.0,0.0,3.0,3.0,3.0,28.0
-19.0,37.0,1039.0,-7.0,1,35.75,0.0,0.0,3.0,3.0,3.0,26.0
-18.0,38.0,1039.0,-6.0,1,41.56,0.0,0.0,3.0,3.0,3.0,26.0
-18.0,35.0,1039.0,-5.0,1,45.58,0.0,0.0,3.0,3.0,3.0,31.0
-17.0,35.0,1038.0,-4.0,7,1.79,0.0,0.0,3.0,3.0,3.0,35.0
-16.0,35.0,1037.0,-3.0,8,0.89,0.0,0.0,3.0,3.0,3.0,36.0
-17.0,33.0,1037.0,-3.0,8,1.78,0.0,0.0,3.0,3.0,3.0,37.0
-17.0,30.0,1037.0,-2.0,8,2.23,0.0,0.0,3.0,3.0,3.0,64.0
-15.0,45.0,1036.0,-5.0,3,0.89,0.0,0.0,3.0,3.0,3.0,83.0
-15.0,48.0,1036.0,-6.0,8,0.89,0.0,0.0,3.0,3.0,3.0,91.0
-15.0,48.0,1037.0,-6.0,8,1.78,0.0,0.0,3.0,3.0,3.0,90.0
-14.0,53.0,1037.0,-6.0,3,1.79,0.0,0.0,3.0,3.0,3.0,102.0
-14.0,61.0,1036.0,-8.0,3,3.58,0.0,0.0,3.0,3.0,3.0,94.0
-14.0,72.0,1037.0,-10.0,8,0.89,0.0,0.0,3.0,3.0,3.0,87.0
-15.0,78.0,1036.0,-11.0,8,1.78,0.0,0.0,3.0,3.0,3.0,141.0
-15.0,72.0,1036.0,-11.0,8,2.67,0.0,0.0,3.0,3.0,3.0,211.0
-16.0,78.0,1036.0,-13.0,1,0.89,0.0,0.0,3.0,3.0,3.0,242.0
-16.0,72.0,1036.0,-12.0,8,0.89,0.0,0.0,3.0,3.0,3.0,271.0
-16.0,78.0,1035.0,-13.0,1,0.89,0.0,0.0,3.0,3.0,3.0,249.0
-15.0,78.0,1035.0,-12.0,1,1.78,0.0,0.0,3.0,3.0,3.0,200.0
-14.0,72.0,1034.0,-10.0,7,1.79,0.0,0.0,3.0,3.0,3.0,147.0
-15.0,66.0,1034.0,-10.0,7,2.68,0.0,0.0,3.0,3.0,3.0,114.0
-15.0,72.0,1034.0,-11.0,7,4.47,0.0,0.0,3.0,3.0,3.0,102.0
-15.0,72.0,1034.0,-11.0,7,6.26,0.0,0.0,3.0,3.0,3.0,108.0
-14.0,67.0,1034.0,-9.0,7,8.05,0.0,0.0,3.0,3.0,3.0,135.0
-14.0,67.0,1034.0,-9.0,7,9.84,0.0,0.0,3.0,3.0,3.0,120.0
-13.0,57.0,1034.0,-6.0,8,0.89,0.0,0.0,3.0,3.0,3.0,148.0
-13.0,53.0,1033.0,-5.0,7,1.79,0.0,0.0,3.0,3.0,3.0,127.0
-12.0,53.0,1031.0,-4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,128.0
-12.0,49.0,1031.0,-3.0,8,1.78,0.0,0.0,3.0,3.0,3.0,140.0
-12.0,49.0,1030.0,-3.0,8,2.67,0.0,0.0,3.0,3.0,3.0,148.0
-11.0,53.0,1030.0,-3.0,8,3.56,0.0,0.0,3.0,3.0,3.0,150.0
-11.0,58.0,1031.0,-4.0,1,0.89,0.0,0.0,3.0,3.0,3.0,154.0
-12.0,67.0,1031.0,-7.0,8,0.89,0.0,0.0,3.0,3.0,3.0,197.0
-12.0,67.0,1032.0,-7.0,8,1.78,0.0,0.0,3.0,3.0,3.0,235.0
-12.0,72.0,1032.0,-8.0,8,2.23,0.0,0.0,3.0,3.0,3.0,261.0
-12.0,78.0,1032.0,-9.0,8,3.12,0.0,0.0,3.0,3.0,3.0,269.0
-13.0,85.0,1032.0,-11.0,7,0.89,0.0,0.0,3.0,3.0,3.0,266.0
-14.0,78.0,1032.0,-11.0,7,2.68,0.0,0.0,3.0,3.0,3.0,263.0
-15.0,78.0,1032.0,-12.0,7,5.81,0.0,0.0,3.0,3.0,3.0,241.0
-14.0,78.0,1032.0,-11.0,8,0.45,0.0,0.0,3.0,3.0,3.0,205.0
-14.0,78.0,1031.0,-11.0,8,1.34,0.0,0.0,3.0,3.0,3.0,160.0
-14.0,85.0,1031.0,-12.0,7,1.79,0.0,0.0,3.0,3.0,3.0,150.0
-14.0,78.0,1031.0,-12.0,7,3.58,0.0,0.0,3.0,3.0,3.0,148.0
-14.0,72.0,1030.0,-10.0,7,6.71,0.0,0.0,3.0,3.0,3.0,208.0
-14.0,78.0,1030.0,-11.0,7,9.84,0.0,0.0,3.0,3.0,3.0,209.0
-15.0,66.0,1030.0,-10.0,7,11.63,0.0,0.0,3.0,3.0,3.0,183.0
-13.0,78.0,1030.0,-10.0,7,14.76,0.0,0.0,3.0,3.0,3.0,161.0
-13.0,67.0,1030.0,-8.0,7,17.89,0.0,0.0,3.0,3.0,3.0,182.0
-12.0,62.0,1030.0,-6.0,8,0.45,0.0,0.0,3.0,3.0,3.0,230.0
-11.0,62.0,1030.0,-5.0,8,1.34,0.0,0.0,3.0,3.0,3.0,170.0
-11.0,58.0,1029.0,-4.0,8,2.23,0.0,0.0,3.0,3.0,3.0,172.0
-11.0,53.0,1028.0,-3.0,8,3.12,0.0,0.0,3.0,3.0,3.0,154.0
-10.0,50.0,1027.0,-1.0,8,4.01,0.0,0.0,3.0,3.0,3.0,166.0
-11.0,46.0,1027.0,-1.0,8,4.46,0.0,0.0,3.0,3.0,3.0,177.0
-10.0,50.0,1026.0,-1.0,3,0.89,0.0,0.0,3.0,3.0,3.0,191.0
-10.0,58.0,1026.0,-3.0,3,1.78,0.0,0.0,3.0,3.0,3.0,212.0
-10.0,67.0,1027.0,-5.0,3,2.67,0.0,0.0,3.0,3.0,3.0,250.0
-10.0,73.0,1027.0,-6.0,1,0.89,0.0,0.0,3.0,3.0,3.0,268.0
-11.0,73.0,1027.0,-7.0,8,0.45,0.0,0.0,3.0,3.0,3.0,317.0
-10.0,79.0,1027.0,-7.0,8,0.9,0.0,0.0,3.0,3.0,3.0,291.0
-11.0,85.0,1027.0,-9.0,8,1.35,0.0,0.0,3.0,3.0,3.0,313.0
-12.0,78.0,1027.0,-9.0,1,0.89,0.0,0.0,3.0,3.0,3.0,282.0
-12.0,85.0,1028.0,-10.0,8,0.89,0.0,0.0,3.0,3.0,3.0,282.0
-13.0,85.0,1028.0,-11.0,7,3.13,0.0,0.0,3.0,3.0,3.0,303.0
-11.0,85.0,1028.0,-9.0,7,4.92,0.0,0.0,3.0,3.0,3.0,349.0
-13.0,78.0,1028.0,-10.0,7,6.71,0.0,0.0,3.0,3.0,3.0,407.0
-13.0,85.0,1028.0,-11.0,7,7.6,0.0,0.0,3.0,3.0,3.0,361.0
-13.0,85.0,1027.0,-11.0,1,1.79,0.0,0.0,3.0,3.0,3.0,234.0
-14.0,78.0,1028.0,-11.0,7,0.89,0.0,0.0,3.0,3.0,3.0,149.0
-14.0,78.0,1028.0,-11.0,7,4.02,0.0,0.0,3.0,3.0,3.0,147.0
-14.0,78.0,1028.0,-11.0,7,5.81,0.0,0.0,3.0,3.0,3.0,184.0
-11.0,67.0,1028.0,-6.0,7,9.83,0.0,0.0,3.0,3.0,3.0,161.0
-10.0,67.0,1028.0,-5.0,7,11.62,0.0,0.0,3.0,3.0,3.0,137.0
-9.0,63.0,1028.0,-3.0,7,13.41,0.0,0.0,3.0,3.0,3.0,146.0
-8.0,58.0,1027.0,-1.0,7,15.2,0.0,0.0,3.0,3.0,3.0,144.0
-9.0,50.0,1026.0,0.0,7,16.99,0.0,0.0,3.0,3.0,3.0,154.0
-9.0,47.0,1025.0,1.0,1,1.79,0.0,0.0,3.0,3.0,3.0,173.0
-9.0,47.0,1025.0,1.0,8,0.89,0.0,0.0,3.0,3.0,3.0,188.0
-8.0,50.0,1025.0,1.0,3,0.89,0.0,0.0,3.0,3.0,3.0,203.0
-7.0,63.0,1025.0,-1.0,3,2.68,0.0,0.0,3.0,3.0,3.0,233.0
-7.0,68.0,1025.0,-2.0,8,0.89,0.0,0.0,3.0,3.0,3.0,408.0
-7.0,73.0,1025.0,-3.0,3,0.89,0.0,0.0,3.0,3.0,3.0,435.0
-5.0,79.0,1026.0,-2.0,8,0.89,0.0,0.0,3.0,3.0,3.0,403.0
-5.0,74.0,1026.0,-1.0,7,1.79,0.0,0.0,3.0,3.0,3.0,360.0
-5.0,74.0,1026.0,-1.0,7,3.58,0.0,0.0,3.0,3.0,3.0,402.0
-6.0,68.0,1026.0,-1.0,8,0.89,0.0,0.0,3.0,3.0,3.0,358.0
-4.0,80.0,1025.0,-1.0,7,1.79,0.0,0.0,3.0,3.0,3.0,383.0
-5.0,74.0,1024.0,-1.0,7,4.92,0.0,0.0,3.0,3.0,3.0,332.0
-5.0,74.0,1024.0,-1.0,7,6.71,0.0,0.0,3.0,3.0,3.0,274.0
-5.0,74.0,1023.0,-1.0,7,8.5,0.0,0.0,3.0,3.0,3.0,256.0
-4.0,80.0,1022.0,-1.0,7,10.29,0.0,0.0,3.0,3.0,3.0,302.0
-4.0,80.0,1021.0,-1.0,7,11.18,0.0,0.0,3.0,3.0,3.0,330.0
-4.0,80.0,1021.0,-1.0,7,12.07,0.0,0.0,3.0,3.0,3.0,367.0
-4.0,80.0,1021.0,-1.0,7,13.86,0.0,0.0,3.0,3.0,3.0,297.0
-4.0,74.0,1021.0,0.0,8,0.89,0.0,0.0,3.0,3.0,3.0,331.0
-4.0,74.0,1021.0,0.0,7,1.79,0.0,0.0,3.0,3.0,3.0,323.0
-4.0,74.0,1021.0,0.0,8,0.89,0.0,0.0,3.0,3.0,3.0,339.0
-5.0,64.0,1021.0,1.0,7,1.79,0.0,0.0,3.0,3.0,3.0,301.0
-5.0,64.0,1020.0,1.0,8,0.89,0.0,0.0,3.0,3.0,3.0,310.0
-4.0,69.0,1019.0,1.0,8,1.34,0.0,0.0,3.0,3.0,3.0,305.0
-4.0,69.0,1018.0,1.0,1,0.89,0.0,0.0,3.0,3.0,3.0,313.0
-3.0,69.0,1018.0,2.0,8,0.45,0.0,0.0,3.0,3.0,3.0,336.0
-3.0,69.0,1018.0,2.0,8,1.34,0.0,0.0,3.0,3.0,3.0,357.0
-2.0,74.0,1018.0,2.0,1,0.89,0.0,0.0,3.0,3.0,3.0,485.0
-3.0,74.0,1018.0,1.0,8,0.89,0.0,0.0,3.0,3.0,3.0,426.0
-3.0,69.0,1020.0,2.0,7,1.79,0.0,0.0,3.0,3.0,3.0,403.0
-3.0,74.0,1020.0,1.0,7,4.92,0.0,0.0,3.0,3.0,3.0,374.0
-3.0,80.0,1021.0,0.0,7,6.71,0.0,0.0,3.0,3.0,3.0,333.0
-3.0,80.0,1021.0,0.0,7,8.5,0.0,0.0,3.0,3.0,3.0,343.0
-3.0,74.0,1020.0,1.0,7,11.63,0.0,0.0,3.0,3.0,3.0,364.0
-2.0,86.0,1021.0,0.0,7,14.76,0.0,0.0,3.0,3.0,3.0,389.0
-2.0,92.0,1022.0,-1.0,7,16.55,0.0,0.0,3.0,3.0,3.0,368.0
-4.0,86.0,1022.0,-2.0,7,19.68,0.0,0.0,3.0,3.0,3.0,267.0
-2.0,92.0,1023.0,-1.0,7,25.49,0.0,0.0,3.0,3.0,3.0,71.0
-3.0,74.0,1023.0,1.0,7,28.62,0.0,0.0,3.0,3.0,3.0,81.0
-3.0,80.0,1024.0,0.0,7,31.75,0.0,0.0,3.0,3.0,3.0,51.0
-5.0,59.0,1026.0,2.0,7,36.67,0.0,0.0,3.0,3.0,3.0,49.0
-9.0,47.0,1027.0,1.0,7,41.59,0.0,0.0,3.0,3.0,3.0,44.0
-10.0,46.0,1028.0,0.0,7,48.74,0.0,0.0,3.0,3.0,3.0,45.0
-10.0,46.0,1030.0,0.0,7,55.89,0.0,0.0,3.0,3.0,3.0,35.0
-11.0,40.0,1032.0,1.0,7,63.04,0.0,0.0,3.0,3.0,3.0,29.0
-13.0,36.0,1033.0,0.0,7,71.09,0.0,0.0,3.0,3.0,3.0,27.0
-13.0,36.0,1033.0,0.0,7,78.24,0.0,0.0,3.0,3.0,3.0,29.0
-13.0,39.0,1033.0,-1.0,1,8.05,0.0,0.0,3.0,3.0,3.0,16.0
-13.0,39.0,1032.0,-1.0,7,7.15,0.0,0.0,3.0,3.0,3.0,23.0
-15.0,33.0,1032.0,-1.0,1,5.81,0.0,0.0,3.0,3.0,3.0,28.0
-14.0,36.0,1033.0,-1.0,7,5.81,0.0,0.0,3.0,3.0,3.0,22.0
-15.0,36.0,1033.0,-2.0,7,12.96,0.0,0.0,3.0,3.0,3.0,11.0
-16.0,35.0,1034.0,-3.0,7,21.01,0.0,0.0,3.0,3.0,3.0,25.0
-17.0,35.0,1035.0,-4.0,7,28.16,0.0,0.0,3.0,3.0,3.0,16.0
-19.0,27.0,1036.0,-3.0,7,37.99,0.0,0.0,3.0,3.0,3.0,20.0
-18.0,32.0,1037.0,-4.0,7,46.93,0.0,0.0,3.0,3.0,3.0,20.0
-19.0,30.0,1038.0,-4.0,7,55.87,0.0,0.0,3.0,3.0,3.0,18.0
-19.0,32.0,1038.0,-5.0,7,65.7,0.0,0.0,3.0,3.0,3.0,18.0
-20.0,32.0,1038.0,-6.0,7,75.53,0.0,0.0,3.0,3.0,3.0,17.0
-20.0,32.0,1038.0,-6.0,7,85.36,0.0,0.0,3.0,3.0,3.0,17.0
-20.0,34.0,1038.0,-7.0,7,95.19,0.0,0.0,3.0,3.0,3.0,17.0
-22.0,31.0,1038.0,-8.0,7,103.24,0.0,0.0,3.0,3.0,3.0,15.0
-23.0,28.0,1038.0,-8.0,7,111.29,0.0,0.0,3.0,3.0,3.0,19.0
-24.0,28.0,1038.0,-9.0,7,118.44,0.0,0.0,3.0,3.0,3.0,16.0
-24.0,28.0,1038.0,-9.0,7,128.27,0.0,0.0,3.0,3.0,3.0,18.0
-25.0,26.0,1038.0,-9.0,7,138.1,0.0,0.0,3.0,3.0,3.0,18.0
-25.0,24.0,1039.0,-8.0,7,147.04,0.0,0.0,3.0,3.0,3.0,18.0
-25.0,24.0,1039.0,-8.0,7,155.98,0.0,0.0,3.0,3.0,3.0,26.0
-22.0,29.0,1039.0,-7.0,7,160.9,0.0,0.0,3.0,3.0,3.0,26.0
-22.0,29.0,1038.0,-7.0,1,3.13,0.0,0.0,3.0,3.0,3.0,25.0
-22.0,24.0,1037.0,-5.0,7,4.02,0.0,0.0,3.0,3.0,3.0,24.0
-21.0,27.0,1035.0,-5.0,1,3.13,0.0,0.0,3.0,3.0,3.0,15.0
-21.0,25.0,1034.0,-4.0,3,1.79,0.0,0.0,3.0,3.0,3.0,17.0
-20.0,25.0,1034.0,-3.0,1,1.79,0.0,0.0,3.0,3.0,3.0,15.0
-21.0,21.0,1033.0,-2.0,7,4.92,0.0,0.0,3.0,3.0,3.0,21.0
-20.0,23.0,1033.0,-2.0,7,10.73,0.0,0.0,3.0,3.0,3.0,40.0
-20.0,23.0,1034.0,-2.0,7,15.65,0.0,0.0,3.0,3.0,3.0,51.0
-19.0,27.0,1034.0,-3.0,7,21.46,0.0,0.0,3.0,3.0,3.0,45.0
-19.0,27.0,1035.0,-3.0,7,25.48,0.0,0.0,3.0,3.0,3.0,61.0
-17.0,48.0,1035.0,-8.0,1,0.89,0.0,0.0,3.0,3.0,3.0,72.0
-18.0,48.0,1035.0,-9.0,7,1.79,0.0,0.0,3.0,3.0,3.0,38.0
-18.0,48.0,1035.0,-9.0,7,3.58,0.0,0.0,3.0,3.0,3.0,35.0
-18.0,38.0,1036.0,-6.0,7,7.6,0.0,0.0,3.0,3.0,3.0,29.0
-20.0,27.0,1037.0,-4.0,7,17.43,0.0,0.0,3.0,3.0,3.0,26.0
-21.0,27.0,1037.0,-5.0,7,27.26,0.0,0.0,3.0,3.0,3.0,18.0
-21.0,29.0,1037.0,-6.0,7,35.31,0.0,0.0,3.0,3.0,3.0,15.0
-20.0,34.0,1036.0,-7.0,7,42.46,0.0,0.0,3.0,3.0,3.0,15.0
-20.0,34.0,1035.0,-7.0,7,48.27,0.0,0.0,3.0,3.0,3.0,22.0
-20.0,34.0,1035.0,-7.0,7,54.08,0.0,0.0,3.0,3.0,3.0,21.0
-20.0,34.0,1036.0,-7.0,7,59.0,0.0,0.0,3.0,3.0,3.0,19.0
-19.0,37.0,1036.0,-7.0,7,63.92,0.0,0.0,3.0,3.0,3.0,22.0
-20.0,29.0,1036.0,-5.0,7,67.94,0.0,0.0,3.0,3.0,3.0,25.0
-19.0,30.0,1036.0,-4.0,7,75.09,0.0,0.0,3.0,3.0,3.0,22.0
-19.0,30.0,1036.0,-4.0,7,84.03,0.0,0.0,3.0,3.0,3.0,26.0
-19.0,27.0,1035.0,-3.0,7,95.21,0.0,0.0,3.0,3.0,3.0,32.0
-18.0,30.0,1034.0,-3.0,7,105.04,0.0,0.0,3.0,3.0,3.0,30.0
-19.0,25.0,1033.0,-2.0,7,114.87,0.0,0.0,3.0,3.0,3.0,32.0
-18.0,28.0,1032.0,-2.0,7,124.7,0.0,0.0,3.0,3.0,3.0,30.0
-18.0,28.0,1032.0,-2.0,7,133.64,0.0,0.0,3.0,3.0,3.0,32.0
-18.0,28.0,1032.0,-2.0,7,139.45,0.0,0.0,3.0,3.0,3.0,37.0
-18.0,30.0,1032.0,-3.0,7,144.37,0.0,0.0,3.0,3.0,3.0,49.0
-17.0,38.0,1033.0,-5.0,7,149.29,0.0,0.0,3.0,3.0,3.0,47.0
-18.0,32.0,1033.0,-4.0,7,153.31,0.0,0.0,3.0,3.0,3.0,39.0
-17.0,35.0,1032.0,-4.0,7,159.12,0.0,0.0,3.0,3.0,3.0,35.0
-17.0,35.0,1032.0,-4.0,7,164.04,0.0,0.0,3.0,3.0,3.0,48.0
-17.0,44.0,1032.0,-7.0,7,168.06,0.0,0.0,3.0,3.0,3.0,49.0
-17.0,35.0,1033.0,-4.0,7,172.08,0.0,0.0,3.0,3.0,3.0,24.0
-17.0,48.0,1033.0,-8.0,8,0.89,0.0,0.0,3.0,3.0,3.0,23.0
-17.0,38.0,1032.0,-5.0,7,4.92,0.0,0.0,3.0,3.0,3.0,20.0
-18.0,38.0,1032.0,-6.0,7,8.05,0.0,0.0,3.0,3.0,3.0,19.0
-18.0,35.0,1031.0,-5.0,7,12.97,0.0,0.0,3.0,3.0,3.0,16.0
-18.0,38.0,1031.0,-6.0,7,16.1,0.0,0.0,3.0,3.0,3.0,22.0
-18.0,41.0,1031.0,-7.0,7,20.12,0.0,0.0,3.0,3.0,3.0,24.0
-18.0,41.0,1031.0,-7.0,7,24.14,0.0,0.0,3.0,3.0,3.0,24.0
-18.0,38.0,1031.0,-6.0,7,25.93,0.0,0.0,3.0,3.0,3.0,41.0
-18.0,28.0,1031.0,-2.0,7,30.85,0.0,0.0,3.0,3.0,3.0,23.0
-17.0,28.0,1031.0,-1.0,7,38.9,0.0,0.0,3.0,3.0,3.0,19.0
-17.0,26.0,1030.0,0.0,7,46.95,0.0,0.0,3.0,3.0,3.0,15.0
-19.0,20.0,1029.0,1.0,7,55.0,0.0,0.0,3.0,3.0,3.0,19.0
-20.0,17.0,1027.0,2.0,7,63.05,0.0,0.0,3.0,3.0,3.0,17.0
-19.0,19.0,1025.0,2.0,7,71.1,0.0,0.0,3.0,3.0,3.0,17.0
-19.0,18.0,1024.0,3.0,7,79.15,0.0,0.0,3.0,3.0,3.0,22.0
-19.0,18.0,1024.0,3.0,7,86.3,0.0,0.0,3.0,3.0,3.0,16.0
-18.0,21.0,1024.0,2.0,7,91.22,0.0,0.0,3.0,3.0,3.0,16.0
-18.0,22.0,1024.0,1.0,7,96.14,0.0,0.0,3.0,3.0,3.0,16.0
-17.0,26.0,1024.0,0.0,7,100.16,0.0,0.0,3.0,3.0,3.0,16.0
-18.0,24.0,1024.0,0.0,3,1.79,0.0,0.0,3.0,3.0,3.0,16.0
-15.0,39.0,1024.0,-3.0,8,0.89,0.0,0.0,3.0,3.0,3.0,16.0
-16.0,28.0,1023.0,0.0,7,1.79,0.0,0.0,3.0,3.0,3.0,16.0
-16.0,28.0,1023.0,0.0,7,4.92,0.0,0.0,3.0,3.0,3.0,16.0
-15.0,36.0,1022.0,-2.0,7,6.71,0.0,0.0,3.0,3.0,3.0,16.0
-14.0,57.0,1022.0,-7.0,8,0.45,0.0,0.0,3.0,3.0,3.0,16.0
-14.0,61.0,1021.0,-8.0,7,1.79,0.0,0.0,3.0,3.0,3.0,16.0
-16.0,66.0,1021.0,-11.0,7,3.58,0.0,0.0,3.0,3.0,3.0,16.0
-14.0,67.0,1019.0,-9.0,7,4.47,0.0,0.0,3.0,3.0,3.0,16.0
-15.0,66.0,1019.0,-10.0,8,0.89,0.0,0.0,3.0,3.0,3.0,16.0
-16.0,72.0,1019.0,-12.0,3,0.89,0.0,0.0,3.0,3.0,3.0,16.0
-15.0,78.0,1019.0,-12.0,8,0.89,0.0,0.0,3.0,3.0,3.0,16.0
-16.0,78.0,1019.0,-13.0,1,1.79,0.0,0.0,3.0,3.0,3.0,16.0
-13.0,62.0,1020.0,-7.0,8,0.89,0.0,0.0,3.0,3.0,3.0,16.0
-12.0,53.0,1019.0,-4.0,8,1.78,0.0,0.0,3.0,3.0,3.0,16.0
-13.0,36.0,1019.0,0.0,8,2.67,0.0,0.0,3.0,3.0,3.0,16.0
-16.0,21.0,1018.0,4.0,7,4.02,0.0,0.0,3.0,3.0,3.0,16.0
-19.0,15.0,1017.0,5.0,7,13.85,0.0,0.0,3.0,3.0,3.0,16.0
-18.0,17.0,1017.0,5.0,7,22.79,0.0,0.0,3.0,3.0,3.0,16.0
